Matricula,Latitud,Longitud,Distance,Pos_date
E0047EE446AB648BEA8D01836B0FBDBA466C8C19A4EFA5788990BB1D505D5919,41.121626666666664,1.1927666666666668,0.008700368466559171,1701388800000
5E8EDF55BA6EF0E4F0D8E0EF7C9407FED69E720B6E274B80EF7A80193A73B1B4,43.44529,-4.9192883,5.030989421854977,1701388800000
07F0F06AFDDE789E75C987F1E8AF8E5F48E72512AD4FC4FBD22D89D19D0618BC,41.16578333333333,-8.620283333333333,0.0034456125831276675,1701388805000
C45D1B997E2C771440AD44B4EC93794F1E6FE175EE49F8D49415BD1213ED4507,41.3852033,2.1408549,0.08792630755927837,1701388806000
23ED941E3ED5B0591B9F22826E331B2FCB3F1C8D49F661280801A3C964C2FBAE,39.4684133,-6.3953683,0.047680249582194814,1701388806000
F4AE0241D1A98FCCB07393881F2EB5F012112A9453EE549C474D6C427E650864,38.3613183,-1.2732565999999998,0.008551746131848587,1701388807000
96CCDDEBC559BA6C00439D619E2F188E69090FD1EE9491C275FE8A3B84B1DCC3,40.1930033,-3.8512033,0.9676390720514595,1701388809000
71ACD724923C85A66ED63A81EE357EF0FAEBE006A29631DDB46267FFC48FBF31,43.4538516,-3.8281116,0.0,1701388804761
AB84F8F8ACB033E9E444548A8C4769951BD2D1134E3238514C6CF3D922494379,-34.0122809,-69.9036717,0.0016658956406159372,1701388810000
8BF12194622A41A0C1789A99634AA8F81B08BBF7C271BE92A62999EC14F0BB4B,40.3996333,-5.738105,1.257368123353618,1701388805000
403307A6CB01BD90A5E0898A206B9F205C0605AC2A5B93643E3430A24140A3AD,43.42284,-5.8345,0.0,1701388808402
892C6432846C97CB4EEB83A9979FCD72FD379EBD870EF8197E7D3198ED7FB843,42.530185,3.08867,0.1524798726288608,1701388815000
AAAEFD88472AFE7F8B9A417CD689BB28B3BF408EB543D9CFC30E3323980F1746,42.0027216,-8.5580783,0.37492734519576565,1701388815000
96CCDDEBC559BA6C00439D619E2F188E69090FD1EE9491C275FE8A3B84B1DCC3,38.19275,-5.8509916,0.033416269039890575,1701388819000
C45D1B997E2C771440AD44B4EC93794F1E6FE175EE49F8D49415BD1213ED4507,41.3849933,2.1412199,0.038373684036285854,1701388818000
8BF12194622A41A0C1789A99634AA8F81B08BBF7C271BE92A62999EC14F0BB4B,40.3991933,-5.7387183,0.0713505873783039,1701388811000
23ED941E3ED5B0591B9F22826E331B2FCB3F1C8D49F661280801A3C964C2FBAE,39.4684533,-6.3952599,0.010313420440510479,1701388819000
5A0441657EC05DA320F373A5EF00D80490BB14853283225899B26A41E11FB993,43.3530883,-8.435665,0.17740012291656962,1701388820000
F28866C0CF5333C77C245F93F8BE91DB1615539BF1188E087D18FB6EC9040A51,28.8591066,-14.3964616,0.01266054764216731,1701388811000
81486AACFBE20A1A64655FD2B79DD456B68E4AB7452D1E1295D6FEDCD52DD526,27.8590783,-15.3964833,0.018392059659997396,1701388800000
81486AACFBE20A1A64655FD2B79DD456B68E4AB7452D1E1295D6FEDCD52DD526,27.8590783,-15.3964833,0.0,1701388800010
81486AACFBE20A1A64655FD2B79DD456B68E4AB7452D1E1295D6FEDCD52DD526,27.8591033,-15.3964466,0.004554619223812471,1701388810000
EFBFEA45FDDA61154A0E59ABA3E3934E7C85941EEFAEFB7062482EFF192DCC74,27.8827433,-15.5229916,0.13400000996661346,1701388810000
EFBFEA45FDDA61154A0E59ABA3E3934E7C85941EEFAEFB7062482EFF192DCC74,27.88305,-15.5230533,0.034638502484520266,1701388813000
9EA75D576149F526833F7F0CAFBFBD2DC701213D1D0C584D073D35F341947388,41.5527298,-2.6705599,0.017168399873112916,1701388830000
81486AACFBE20A1A64655FD2B79DD456B68E4AB7452D1E1295D6FEDCD52DD526,27.8590333,-15.3963199,0.014687627089386727,1701388825000
